 ,  ,Median of Age,Mean of Age,Std of Age,Median of Matches,Mean of Matches,Std of Matches,Median of Playing_Time_Starts,Mean of Playing_Time_Starts,Std of Playing_Time_Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Performance_Gls,Mean of Performance_Gls,Std of Performance_Gls,Median of Performance_Ast,Mean of Performance_Ast,Std of Performance_Ast,Median of Yellow_Cards,Mean of Yellow_Cards,Std of Yellow_Cards,Median of Red_Cards,Mean of Red_Cards,Std of Red_Cards,Median of Expected_xG,Mean of Expected_xG,Std of Expected_xG,Median of Expected_xAG,Mean of Expected_xAG,Std of Expected_xAG,Median of Progression_PrgC,Mean of Progression_PrgC,Std of Progression_PrgC,Median of Progression_PrgP,Mean of Progression_PrgP,Std of Progression_PrgP,Median of Progression_PrgR,Mean of Progression_PrgR,Std of Progression_PrgR,Median of Per_90_Minutes_Gls,Mean of Per_90_Minutes_Gls,Std of Per_90_Minutes_Gls,Median of Per_90_Minutes_Ast,Mean of Per_90_Minutes_Ast,Std of Per_90_Minutes_Ast,Median of Per_90_Minutes_xG,Mean of Per_90_Minutes_xG,Std of Per_90_Minutes_xG,Median of Per_90_Minutes_xAG,Mean of Per_90_Minutes_xAG,Std of Per_90_Minutes_xAG,Median of Goals_Against_Per90,Mean of Goals_Against_Per90,Std of Goals_Against_Per90,Median of Save_Percentage,Mean of Save_Percentage,Std of Save_Percentage,Median of CleanSheet_Percentage,Mean of CleanSheet_Percentage,Std of CleanSheet_Percentage,Median of Penalty_Save_Percentage,Mean of Penalty_Save_Percentage,Std of Penalty_Save_Percentage,Median of Shots_On_Target_Percentage,Mean of Shots_On_Target_Percentage,Std of Shots_On_Target_Percentage,Median of Shots_On_Target_Per90,Mean of Shots_On_Target_Per90,Std of Shots_On_Target_Per90,Median of Goals_PerShot,Mean of Goals_PerShot,Std of Goals_PerShot,Median of Shooting_Distance,Mean of Shooting_Distance,Std of Shooting_Distance,Median of Total_Passes_Completed,Mean of Total_Passes_Completed,Std of Total_Passes_Completed,Median of Total_Passes_Completed_Percentage,Mean of Total_Passes_Completed_Percentage,Std of Total_Passes_Completed_Percentage,Median of Total_Passing_Distance,Mean of Total_Passing_Distance,Std of Total_Passing_Distance,Median of Short_Passe_Completed_Percentage,Mean of Short_Passe_Completed_Percentage,Std of Short_Passe_Completed_Percentage,Median of Medium_Passes_Completed_Percentage,Mean of Medium_Passes_Completed_Percentage,Std of Medium_Passes_Completed_Percentage,Median of Long_Passes_Completed_Percentage,Mean of Long_Passes_Completed_Percentage,Std of Long_Passes_Completed_Percentage,Median of Keypasses,Mean of Keypasses,Std of Keypasses,Median of Passes_Into_Final_Third,Mean of Passes_Into_Final_Third,Std of Passes_Into_Final_Third,Median of Passes_Into_Penalty_Area,Mean of Passes_Into_Penalty_Area,Std of Passes_Into_Penalty_Area,Median of Crossed_Into_Penalty_Area,Mean of Crossed_Into_Penalty_Area,Std of Crossed_Into_Penalty_Area,Median of Progressive_Passes,Mean of Progressive_Passes,Std of Progressive_Passes,Median of Shot_Creating_Actions,Mean of Shot_Creating_Actions,Std of Shot_Creating_Actions,Median of Shot_Creating_Actions_Per90,Mean of Shot_Creating_Actions_Per90,Std of Shot_Creating_Actions_Per90,Median of Goal_Creating_Actions,Mean of Goal_Creating_Actions,Std of Goal_Creating_Actions,Median of Goal_Creating_Actions_Per90,Mean of Goal_Creating_Actions_Per90,Std of Goal_Creating_Actions_Per90,Median of Tackles,Mean of Tackles,Std of Tackles,Median of Tackles_Won,Mean of Tackles_Won,Std of Tackles_Won,Median of Defensive_Actions_Attempted,Mean of Defensive_Actions_Attempted,Std of Defensive_Actions_Attempted,Median of Defensive_Actions_Lost,Mean of Defensive_Actions_Lost,Std of Defensive_Actions_Lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Shots_Blocked,Mean of Shots_Blocked,Std of Shots_Blocked,Median of Passes_Blocked,Mean of Passes_Blocked,Std of Passes_Blocked,Median of Interceptions,Mean of Interceptions,Std of Interceptions,Median of Touches,Mean of Touches,Std of Touches,Median of Touches_Defensive_Penalty_Area,Mean of Touches_Defensive_Penalty_Area,Std of Touches_Defensive_Penalty_Area,Median of Touches_Def_3rd,Mean of Touches_Def_3rd,Std of Touches_Def_3rd,Median of Touches_Mid_3rd,Mean of Touches_Mid_3rd,Std of Touches_Mid_3rd,Median of Touches_Att_3rd,Mean of Touches_Att_3rd,Std of Touches_Att_3rd,Median of Touches_Att_Pen,Mean of Touches_Att_Pen,Std of Touches_Att_Pen,Median of Take_Ons_Attempted,Mean of Take_Ons_Attempted,Std of Take_Ons_Attempted,Median of Take_Ons_Success_Percentage,Mean of Take_Ons_Success_Percentage,Std of Take_Ons_Success_Percentage,Median of Take_Ons_Tackled_Percentage,Mean of Take_Ons_Tackled_Percentage,Std of Take_Ons_Tackled_Percentage,Median of Carries,Mean of Carries,Std of Carries,Median of Total_Carrying_Distance,Mean of Total_Carrying_Distance,Std of Total_Carrying_Distance,Median of Progressive_Carrying_Distance,Mean of Progressive_Carrying_Distance,Std of Progressive_Carrying_Distance,Median of Progressive_Carries,Mean of Progressive_Carries,Std of Progressive_Carries,Median of Carries_Into_Final_Third,Mean of Carries_Into_Final_Third,Std of Carries_Into_Final_Third,Median of Carries_Into_Penalty_Area,Mean of Carries_Into_Penalty_Area,Std of Carries_Into_Penalty_Area,Median of Miscontrols,Mean of Miscontrols,Std of Miscontrols,Median of Dispossessions,Mean of Dispossessions,Std of Dispossessions,Median of Receiving,Mean of Receiving,Std of Receiving,Median of Progressive_Receiving,Mean of Progressive_Receiving,Std of Progressive_Receiving,Median of Fouls,Mean of Fouls,Std of Fouls,Median of Fouled,Mean of Fouled,Std of Fouled,Median of Offsides,Mean of Offsides,Std of Offsides,Median of Crosses,Mean of Crosses,Std of Crosses,Median of Recoveries,Mean of Recoveries,Std of Recoveries,Median of Aerial_Duels_Won,Mean of Aerial_Duels_Won,Std of Aerial_Duels_Won,Median of Aerial_Duels_Lost,Mean of Aerial_Duels_Lost,Std of Aerial_Duels_Lost,Median of Aerial_Duels_Wonpct,Mean of Aerial_Duels_Wonpct,Std of Aerial_Duels_Wonpct
11,Ipswich Town,26.63,26.83,3.16,17.0,16.1,8.22,9.0,11.37,9.0,908.0,1018.53,741.39,0.0,1.0,2.3,0.0,0.73,0.98,2.0,2.63,2.3,0.0,0.1,0.31,0.55,0.99,1.71,0.4,0.66,0.94,7.0,13.93,17.53,18.0,25.87,24.42,14.0,25.53,34.8,0.0,0.09,0.16,0.0,0.07,0.12,0.04,0.09,0.12,0.04,0.06,0.06,2.29,2.26,0.42,60.0,62.53,6.58,5.6,7.43,8.5,0.0,0.0,0.0,23.6,29.44,24.98,0.09,0.31,0.41,0.04,0.07,0.09,16.15,16.45,5.45,194.5,319.23,290.53,75.55,75.18,8.39,3996.5,5653.87,5240.76,87.05,87.02,7.17,84.5,81.23,12.19,47.6,46.52,16.47,4.5,7.5,10.6,16.0,24.17,26.85,3.0,4.53,5.93,0.0,1.37,2.76,18.0,25.87,24.42,11.5,17.5,20.17,1.34,1.58,1.29,1.0,1.6,1.89,0.11,0.14,0.16,11.0,16.5,15.05,7.0,9.27,8.51,12.0,17.2,16.05,6.5,9.2,9.38,8.0,11.53,12.21,2.0,4.83,8.46,5.0,6.7,7.08,4.5,8.77,8.74,365.0,527.17,435.44,23.0,80.43,122.24,102.5,211.7,229.87,140.0,209.4,199.44,95.5,111.57,119.1,10.0,16.57,20.35,7.0,16.87,24.93,47.0,45.31,12.23,47.05,45.64,9.03,204.5,263.23,211.56,1229.5,1473.3,1190.98,534.5,711.57,584.36,7.0,13.93,17.53,6.5,9.23,10.32,1.5,4.23,7.3,10.0,15.27,19.74,5.0,9.67,13.43,235.0,316.2,266.09,14.0,25.53,34.8,8.0,12.03,13.82,7.5,10.97,11.18,0.0,1.4,2.77,5.5,14.07,28.01,33.0,40.27,33.1,7.0,14.63,20.19,11.0,14.8,15.92,55.5,52.04,27.03
12,Leicester City,26.68,27.15,4.46,19.0,18.0,8.99,12.5,13.12,9.22,1197.0,1178.58,765.78,0.0,0.96,1.75,0.0,0.77,1.11,2.0,2.69,2.4,0.0,0.0,0.0,0.25,1.01,1.94,0.4,0.81,0.98,12.5,18.85,19.95,24.5,35.15,32.45,17.5,34.73,37.52,0.0,0.06,0.09,0.0,0.06,0.09,0.04,0.06,0.09,0.02,0.06,0.08,2.21,2.74,1.1,58.6,53.6,11.91,0.0,1.4,2.42,50.0,50.0,0.0,33.3,30.85,18.01,0.22,0.27,0.27,0.0,0.05,0.06,17.7,18.87,5.81,364.5,443.73,343.91,77.5,77.93,8.4,5186.5,7423.54,5897.39,88.85,88.75,7.08,82.2,84.1,9.11,51.45,55.59,19.42,5.5,7.88,8.02,19.5,31.62,30.06,4.5,7.04,7.92,1.0,2.27,3.96,24.5,35.15,32.45,12.0,18.08,16.56,1.21,1.33,0.96,1.0,1.69,2.31,0.06,0.12,0.15,19.5,23.38,20.75,12.0,13.35,12.14,17.0,22.0,20.77,8.0,11.5,11.37,14.0,15.65,12.81,3.0,5.96,7.27,7.0,9.69,8.02,7.5,10.58,11.4,691.0,691.38,487.93,26.5,89.23,144.86,127.0,250.81,253.74,289.0,315.92,259.02,81.5,131.65,125.56,13.5,19.88,22.73,9.0,20.62,24.83,43.2,45.81,30.58,49.05,45.75,27.3,404.0,390.35,263.64,2119.5,1976.27,1318.87,1012.5,985.69,682.31,12.5,18.85,19.95,7.5,11.88,11.59,2.0,4.23,5.44,12.0,15.96,15.16,6.5,10.31,11.76,435.0,439.58,303.18,17.5,34.73,37.52,11.5,12.5,9.95,9.5,12.12,10.82,0.5,2.0,4.33,9.0,20.58,25.97,38.0,47.54,35.9,10.0,16.12,15.48,14.0,17.81,16.06,50.3,48.99,19.69
13,Liverpool,26.38,27.14,3.69,25.0,22.24,8.15,17.0,16.24,11.04,1470.0,1454.95,898.58,1.0,3.43,6.18,2.0,2.57,3.72,2.0,2.76,2.28,0.0,0.1,0.3,1.6,3.31,5.13,1.0,2.38,2.82,20.0,32.52,33.67,53.0,74.14,62.88,49.0,73.38,98.42,0.03,0.17,0.25,0.13,0.16,0.16,0.07,0.18,0.22,0.11,0.13,0.12,1.03,1.03,0.24,69.75,69.75,3.04,39.05,39.05,1.34,100.0,100.0,0.0,32.3,33.51,12.66,0.35,0.51,0.48,0.07,0.08,0.07,15.1,15.89,3.65,538.0,712.76,582.71,83.9,82.98,7.74,10318.0,12095.86,10285.97,92.3,91.42,5.87,89.1,86.75,9.86,60.0,60.41,15.75,10.0,19.52,20.37,30.0,61.71,65.39,7.0,16.9,21.1,1.0,3.19,5.72,53.0,74.14,62.88,32.0,44.24,41.14,2.54,2.54,1.5,4.0,6.0,5.89,0.36,0.37,0.29,23.0,25.52,21.6,14.0,15.57,13.33,19.0,26.1,25.91,9.0,12.38,13.25,9.0,14.24,13.63,2.0,3.76,4.38,8.0,10.48,11.71,6.0,11.95,15.03,685.0,1008.38,755.59,26.0,90.19,135.25,147.0,275.95,289.56,264.0,455.67,429.74,183.0,285.57,262.4,37.0,50.29,66.16,15.0,26.05,32.96,48.15,56.24,21.39,42.6,37.52,19.47,457.0,583.19,423.66,2820.0,2980.29,2156.49,1265.0,1590.71,1157.98,20.0,32.52,33.67,16.0,21.9,20.08,5.0,12.9,24.0,19.0,20.9,23.21,10.0,13.52,15.15,515.0,705.0,526.28,49.0,73.38,98.42,14.0,16.71,15.26,11.0,13.86,12.51,0.0,2.24,3.87,6.0,27.67,41.37,58.0,63.1,45.32,9.0,16.14,23.18,11.0,14.29,11.91,45.9,51.38,21.96
14,Manchester City,26.62,26.93,4.91,20.0,17.56,8.43,14.0,13.6,8.19,1224.0,1223.32,722.83,1.0,2.24,4.37,0.0,1.64,2.22,2.0,2.12,1.67,0.0,0.04,0.2,1.1,2.2,4.17,0.8,1.78,2.04,30.0,37.6,41.44,55.0,62.96,53.99,14.0,62.32,71.83,0.05,0.18,0.31,0.0,0.1,0.14,0.07,0.15,0.22,0.04,0.11,0.13,1.4,1.4,0.42,67.0,67.0,4.81,26.65,26.65,9.4,0.0,0.0,0.0,28.4,28.28,22.1,0.22,0.45,0.55,0.06,0.11,0.21,18.35,17.71,5.1,642.0,697.0,511.06,87.6,86.74,6.66,9592.0,11300.36,8321.15,94.0,92.13,6.16,91.3,89.64,7.7,64.0,61.21,11.15,8.0,15.72,15.51,37.0,53.72,53.75,11.0,14.16,14.89,0.0,2.08,2.9,55.0,62.96,53.99,29.0,35.92,31.32,2.25,2.45,1.78,2.0,3.88,4.18,0.2,0.25,0.24,11.0,16.52,15.55,6.0,10.08,10.16,12.0,14.72,14.1,5.0,7.56,7.22,11.0,10.72,8.49,1.0,3.0,4.2,9.0,7.72,6.23,5.0,7.32,7.39,844.0,909.08,609.17,32.0,68.76,123.09,189.0,212.64,211.49,288.0,385.6,332.29,321.0,318.04,257.51,19.0,44.08,50.2,18.0,26.24,37.86,46.4,47.54,27.15,34.9,38.81,24.81,540.0,583.56,399.39,2843.0,3380.28,2398.16,1614.0,1824.24,1358.65,30.0,37.6,41.44,22.0,28.24,25.26,3.0,13.36,21.77,10.0,15.2,14.1,7.0,13.08,13.96,630.0,687.52,469.62,14.0,62.32,71.83,8.0,9.36,7.71,12.0,12.2,10.52,0.0,1.56,2.16,3.0,20.92,27.9,44.0,46.6,32.28,5.0,9.88,12.81,8.0,10.28,10.15,48.15,41.19,21.14
15,Manchester Utd,25.66,26.0,4.89,20.0,18.4,9.93,15.0,13.64,10.02,1285.0,1216.4,863.65,0.0,1.4,2.16,0.0,0.92,2.1,2.0,2.76,2.26,0.0,0.12,0.44,0.8,1.68,2.17,0.6,1.24,1.53,9.0,21.84,30.09,41.0,45.68,53.48,18.0,45.36,62.31,0.0,0.08,0.12,0.0,0.05,0.09,0.08,0.13,0.15,0.06,0.09,0.08,1.32,1.32,0.0,69.8,69.8,0.0,29.0,29.0,0.0,25.0,25.0,0.0,30.3,28.19,16.45,0.25,0.4,0.46,0.04,0.06,0.07,15.9,15.45,5.18,528.0,541.08,448.64,81.6,82.54,5.92,7473.0,8928.08,7968.36,89.6,89.42,4.71,86.5,85.02,9.36,55.2,58.38,17.18,7.0,12.84,16.22,24.0,36.32,38.79,5.0,10.32,13.3,1.0,2.32,2.85,41.0,45.68,53.48,23.0,29.64,34.21,1.89,2.25,1.43,1.0,2.28,3.91,0.06,0.14,0.22,14.0,26.68,26.41,9.0,16.0,16.1,14.0,23.2,23.11,6.0,10.52,11.66,10.0,12.2,10.43,2.0,3.72,5.05,8.0,8.48,7.83,7.0,12.68,12.73,663.0,797.52,632.06,21.0,82.92,188.68,125.0,279.76,319.14,308.0,340.32,293.61,125.0,184.92,207.57,20.0,30.88,34.67,6.0,20.48,23.94,48.8,47.89,27.29,50.0,46.28,24.68,465.0,490.28,386.61,1694.0,2432.52,1971.64,775.0,1221.24,1069.65,9.0,21.84,30.09,10.0,15.08,17.13,1.0,7.52,14.91,8.0,16.08,16.93,5.0,11.6,13.03,496.0,535.6,418.3,18.0,45.36,62.31,9.0,13.36,11.22,7.0,11.8,10.64,1.0,2.28,3.05,6.0,20.0,34.61,48.0,56.16,49.39,10.0,15.48,15.9,13.0,15.76,16.6,45.95,48.57,23.04
16,Newcastle Utd,27.42,28.17,4.63,25.5,20.23,8.87,15.0,15.0,10.61,1441.0,1342.5,886.7,0.0,2.32,4.56,0.5,1.73,2.53,2.0,2.41,2.56,0.0,0.05,0.21,0.55,2.33,3.79,0.55,1.67,2.06,14.0,26.23,29.32,48.5,54.36,53.34,25.0,53.77,60.67,0.0,0.13,0.22,0.02,0.1,0.13,0.1,0.15,0.17,0.06,0.1,0.1,1.27,1.27,0.11,70.6,70.6,0.14,37.5,37.5,17.68,0.0,0.0,0.0,25.85,22.76,17.5,0.19,0.35,0.42,0.0,0.07,0.1,14.8,15.76,3.78,407.5,543.0,444.19,81.85,80.08,5.95,6778.5,9102.41,7805.78,88.5,88.4,5.95,85.9,86.29,8.53,51.5,52.55,12.12,8.0,13.86,15.11,24.5,40.09,42.7,7.0,12.86,15.65,0.0,2.32,3.98,48.5,54.36,53.34,26.5,32.73,31.23,2.27,2.1,1.42,2.5,4.14,4.91,0.18,0.22,0.23,20.5,22.5,20.0,12.5,14.27,12.9,26.0,22.45,20.7,9.0,10.64,9.93,16.0,16.0,12.75,2.5,5.36,6.84,9.5,10.64,9.26,6.0,10.18,10.29,736.5,818.59,622.89,25.0,85.27,128.42,127.0,278.73,299.2,246.0,340.55,299.48,150.5,207.5,194.09,23.0,36.68,40.44,8.5,24.18,27.84,43.25,44.26,23.68,42.6,41.4,19.7,392.5,472.68,366.82,2247.0,2526.36,1930.5,1357.5,1270.5,972.87,14.0,26.23,29.32,15.5,16.36,15.39,3.5,9.41,14.47,14.0,17.05,15.92,7.0,16.91,19.65,481.0,538.68,424.34,25.0,53.77,60.67,9.0,14.32,14.59,9.0,16.5,22.46,2.0,2.73,4.17,10.5,23.23,34.65,41.0,60.32,51.23,8.0,16.36,23.5,9.5,16.55,17.55,50.0,47.68,24.42
17,Nott'ham Forest,26.78,27.09,3.64,27.0,22.71,8.91,17.0,16.24,11.59,1726.0,1456.76,958.73,1.0,2.38,4.06,1.0,1.71,2.39,2.0,3.19,2.62,0.0,0.1,0.3,1.4,1.88,2.47,1.1,1.36,1.36,13.0,24.95,31.12,33.0,42.86,38.85,19.0,42.43,53.14,0.05,0.13,0.18,0.07,0.1,0.12,0.08,0.12,0.14,0.07,0.1,0.09,1.19,1.19,0.0,74.3,74.3,0.0,41.9,41.9,0.0,0.0,0.0,0.0,40.0,40.65,25.49,0.32,0.45,0.43,0.06,0.09,0.09,18.5,18.61,6.13,410.0,409.81,300.05,78.3,74.17,8.5,5916.0,6982.67,5561.64,88.1,85.98,7.6,82.0,78.6,11.37,46.2,46.68,18.51,11.0,13.38,14.18,25.0,35.9,33.08,7.0,9.29,9.79,1.0,2.24,3.03,33.0,42.86,38.85,26.0,31.76,29.95,1.79,2.05,1.35,2.0,3.81,4.7,0.19,0.24,0.25,21.0,26.86,23.01,12.0,16.43,14.61,20.0,25.57,24.14,7.0,12.71,12.58,11.0,17.19,16.7,4.0,6.33,9.5,8.0,10.86,9.6,12.0,12.57,10.34,875.0,724.57,492.07,30.0,96.0,158.43,155.0,247.62,257.13,247.0,288.24,229.69,144.0,198.24,188.89,21.0,31.14,29.32,11.0,24.43,26.18,40.3,49.65,25.17,38.15,38.87,22.86,357.0,334.38,238.06,1406.0,1934.1,1544.61,821.0,1033.43,907.7,13.0,24.95,31.12,9.0,15.9,16.46,2.0,7.57,11.71,17.0,22.48,21.88,9.0,12.52,11.72,452.0,406.86,290.51,19.0,42.43,53.14,11.0,15.57,12.4,9.0,16.1,14.88,1.0,3.48,5.24,8.0,22.67,34.61,43.0,61.57,47.75,14.0,21.62,23.73,18.0,21.38,23.99,43.8,47.13,18.96
18,Southampton,26.9,26.9,4.23,19.0,16.62,9.18,11.0,11.72,8.56,894.0,1049.0,745.26,0.0,0.76,1.09,0.0,0.48,0.83,2.0,2.59,2.71,0.0,0.1,0.41,0.4,1.0,1.34,0.5,0.74,0.84,10.0,18.86,24.84,21.0,33.45,36.08,18.0,32.41,34.82,0.0,0.05,0.09,0.0,0.04,0.1,0.04,0.08,0.09,0.03,0.06,0.06,2.35,2.43,0.15,67.3,67.53,2.66,0.0,2.9,5.02,0.0,0.0,0.0,28.0,23.49,23.55,0.1,0.21,0.31,0.0,0.06,0.09,17.6,17.06,6.21,231.0,451.66,430.52,80.7,81.16,7.93,3829.0,7634.28,7600.29,90.8,89.78,6.84,90.2,85.7,10.79,55.4,53.48,17.0,5.0,7.9,7.97,12.0,29.03,35.89,5.0,6.34,7.05,1.0,1.72,2.45,21.0,33.45,36.08,15.0,17.9,17.51,1.4,1.43,0.82,1.0,1.28,1.75,0.06,0.11,0.14,12.0,18.59,17.78,7.0,10.72,10.4,12.0,16.79,13.23,10.0,8.83,6.68,7.0,12.03,13.35,2.0,5.17,8.25,5.0,6.86,7.29,4.0,8.66,11.5,401.0,653.52,566.07,33.0,82.72,148.22,147.0,237.9,283.47,175.0,283.0,277.49,116.0,138.21,133.94,14.0,19.79,19.01,5.0,20.66,28.8,43.85,49.23,29.15,44.35,41.31,29.06,253.0,364.72,320.56,1324.0,1923.86,1773.21,599.0,986.97,991.78,10.0,18.86,24.84,8.0,13.72,16.69,1.0,4.76,7.01,9.0,13.14,13.19,5.0,10.1,12.54,314.0,446.76,389.87,18.0,32.41,34.82,10.0,13.17,12.25,8.0,12.24,13.74,0.0,1.41,2.6,5.0,15.66,23.0,23.0,41.66,39.88,6.0,13.03,19.27,7.0,11.14,12.0,54.5,54.04,23.07
19,Tottenham,25.57,25.59,4.54,18.0,17.19,8.87,13.0,12.59,7.78,1244.0,1131.11,668.48,0.0,2.04,3.19,1.0,1.56,2.24,2.0,2.22,2.28,0.0,0.04,0.19,0.7,1.91,2.83,0.5,1.44,2.02,15.0,26.07,28.14,43.0,51.11,44.56,27.0,50.74,67.5,0.0,0.13,0.19,0.05,0.12,0.16,0.09,0.14,0.15,0.04,0.1,0.12,1.75,1.67,0.52,69.0,66.13,8.76,21.1,20.13,5.42,0.0,0.0,0.0,37.35,34.9,20.43,0.23,0.42,0.41,0.03,0.08,0.1,16.4,15.92,5.07,611.0,522.33,346.29,84.8,81.37,8.32,9833.0,8609.59,5943.21,91.5,89.92,6.8,90.3,84.9,10.73,55.0,55.83,15.78,6.0,12.37,16.77,32.0,40.48,36.21,7.0,12.11,16.11,1.0,2.63,4.35,43.0,51.11,44.56,15.0,28.22,35.11,1.66,1.93,1.56,2.0,3.52,4.49,0.2,0.26,0.27,12.0,20.85,19.68,6.0,13.22,13.15,14.0,18.81,16.95,7.0,9.19,8.09,15.0,13.44,11.16,4.0,4.63,4.81,9.0,8.81,8.33,8.0,9.59,9.97,808.0,758.33,488.59,42.0,77.85,101.45,200.0,246.04,205.25,347.0,319.26,239.15,130.0,200.59,219.99,20.0,32.7,41.09,17.0,25.3,27.54,43.45,43.88,24.93,48.4,43.15,24.1,536.0,476.96,295.79,2661.0,2604.56,1595.22,1305.0,1302.0,825.33,15.0,26.07,28.14,17.0,17.81,16.63,4.0,8.22,11.67,13.0,16.19,17.17,8.0,13.04,15.42,550.0,518.11,324.4,27.0,50.74,67.5,9.0,13.22,11.84,10.0,14.85,14.37,1.0,1.81,2.65,8.0,23.22,39.17,52.0,51.78,38.72,8.0,12.63,12.33,11.0,12.89,12.17,50.0,50.5,22.97
20,West Ham,28.27,28.55,5.02,20.0,19.2,7.76,12.0,13.64,9.67,1070.0,1223.12,808.68,0.0,1.32,2.19,1.0,0.8,1.12,2.0,2.68,2.44,0.0,0.12,0.33,1.0,1.59,2.01,1.0,1.09,1.16,9.0,20.24,27.11,28.0,39.84,36.02,18.0,39.52,50.6,0.0,0.09,0.15,0.03,0.07,0.13,0.06,0.14,0.16,0.08,0.1,0.1,1.67,1.67,0.01,68.25,68.25,8.98,18.9,18.9,3.11,0.0,0.0,0.0,25.5,23.24,15.25,0.15,0.37,0.42,0.0,0.05,0.07,16.7,18.0,5.69,419.0,468.4,358.7,79.1,78.23,7.77,7287.0,8265.96,6473.94,89.1,88.33,6.95,83.7,82.57,11.06,53.1,52.42,19.12,9.0,10.8,10.75,35.0,34.76,30.02,4.0,8.76,10.76,1.0,2.44,3.4,28.0,39.84,36.02,14.0,27.04,26.95,2.37,2.27,1.6,1.0,1.96,2.62,0.11,0.13,0.16,14.0,21.24,18.98,10.0,12.8,11.44,17.0,17.32,13.76,6.0,8.36,7.31,14.0,15.2,12.01,3.0,5.64,7.22,9.0,9.56,7.5,6.0,11.04,13.22,617.0,733.8,527.41,33.0,95.16,155.96,188.0,268.4,274.86,278.0,312.76,256.0,92.0,159.64,163.52,19.0,27.68,34.94,11.0,25.88,39.97,49.65,53.55,24.96,39.35,35.02,23.78,284.0,373.28,278.78,1371.0,1897.72,1569.34,695.0,956.8,847.97,9.0,20.24,27.11,10.0,13.2,14.94,2.0,5.8,11.32,10.0,16.2,17.84,6.0,13.12,20.04,354.0,464.8,340.66,18.0,39.52,50.6,12.0,14.32,12.73,10.0,13.2,14.67,1.0,2.36,3.75,11.0,20.16,24.61,38.0,51.24,43.82,8.0,19.48,24.41,11.0,18.72,17.69,50.0,51.39,17.16
21,Wolves,26.78,27.6,3.99,24.0,20.09,8.02,15.0,14.78,9.47,1364.0,1327.0,768.77,1.0,1.87,3.38,1.0,1.52,1.88,2.0,3.0,2.58,0.0,0.09,0.29,0.7,1.55,2.01,0.8,1.26,1.59,11.0,21.39,25.15,30.0,42.26,37.54,28.0,41.61,44.02,0.07,0.11,0.15,0.05,0.11,0.13,0.07,0.12,0.13,0.07,0.08,0.08,2.09,2.09,0.48,61.75,61.75,0.35,12.5,12.5,17.68,10.0,10.0,14.14,28.6,31.98,17.46,0.25,0.36,0.4,0.07,0.09,0.11,17.8,17.77,5.11,423.0,497.65,355.24,80.4,77.59,8.86,8523.0,8550.96,5613.07,90.4,88.18,6.93,86.3,84.38,9.75,56.5,51.45,19.17,10.0,11.04,11.09,22.0,36.22,30.89,4.0,9.87,11.26,1.0,2.39,2.89,30.0,42.26,37.54,18.0,26.26,24.08,1.74,1.78,1.01,3.0,3.3,3.04,0.17,0.24,0.23,18.0,28.09,24.24,12.0,16.39,15.28,15.0,23.7,20.68,6.0,10.74,11.58,13.0,16.13,11.7,4.0,5.39,5.41,9.0,10.74,9.58,9.0,11.0,8.87,671.0,776.3,497.91,55.0,93.0,134.33,304.0,273.13,221.48,274.0,349.52,274.56,119.0,163.04,165.91,18.0,25.39,28.19,12.0,24.61,30.74,45.6,43.41,25.65,40.4,44.09,26.71,382.0,424.57,264.04,1819.0,2325.83,1550.61,938.0,1201.57,820.34,11.0,21.39,25.15,12.0,16.09,19.24,2.0,5.22,7.83,14.0,20.48,20.38,10.0,12.57,13.28,443.0,493.52,318.24,28.0,41.61,44.02,14.0,17.7,15.86,8.0,14.74,14.37,1.0,2.35,2.96,10.0,19.52,27.37,40.0,58.22,43.55,10.0,16.0,15.64,12.0,17.0,17.65,40.9,47.2,23.71
